# index, name, _pos
3218,3318,"array([6.93843495, 2.0893658 ])"
3219,3319,"array([6.94634794, 2.0768957 ])"
3220,3320,"array([6.91747215, 2.0939292 ])"
3221,3321,"array([6.95255436, 2.0945612 ])"
3222,3322,"array([6.97837418, 2.04952616])"
3223,3323,"array([6.91946917, 2.0854592 ])"
3224,3324,"array([6.98795587, 2.05158375])"
3225,3325,"array([6.99820183, 2.0667255 ])"
3226,3327,"array([6.95839814, 2.0883469 ])"
3227,3326,"array([6.94206178, 2.07450175])"
3228,3329,"array([6.93697458, 2.07925526])"
3229,3331,"array([6.92390656, 2.07876146])"
3230,3332,"array([6.91802687, 2.10260982])"
3231,3333,"array([6.95495457, 2.06956748])"
3232,3334,"array([6.98358789, 2.05482867])"
3233,3335,"array([6.93923611, 2.08467856])"
3234,3336,"array([6.9333084 , 2.08449871])"
3235,3337,"array([6.97208069, 2.08011642])"
3236,3338,"array([6.9487704 , 2.07119595])"
3237,3340,"array([6.97116611, 2.03826666])"
3238,3341,"array([6.95994069, 2.08640067])"
3239,3342,"array([6.94423781, 2.08503525])"
3240,3343,"array([6.95476067, 2.06776991])"
3241,3344,"array([6.941882  , 2.10877173])"
3242,3345,"array([6.95364931, 2.07816306])"
3243,3346,"array([6.94348071, 2.0980357 ])"
3244,3347,"array([6.93963677, 2.09216308])"
3245,3348,"array([6.93398813, 2.08506852])"
3246,3349,"array([6.94459919, 2.07926081])"
3247,3351,"array([6.97600794, 2.04539872])"
3248,3352,"array([6.93650108, 2.09150894])"
3249,3353,"array([6.92768898, 2.09354123])"
3250,3354,"array([6.9543329 , 2.09364168])"
3251,3355,"array([6.96663082, 2.08521803])"
3252,3357,"array([6.91595751, 2.09767575])"
3253,3358,"array([6.97140326, 2.05976984])"
3254,3359,"array([6.93777129, 2.07307196])"
3255,3360,"array([6.91393471, 2.0657317 ])"
3256,3361,"array([6.96977045, 2.10313845])"
3257,3362,"array([6.9929706, 2.0539301])"
3258,3363,"array([6.93949084, 2.08325677])"
3259,3364,"array([6.99635946, 2.07081047])"
3260,3365,"array([6.93812307, 2.11046608])"
3261,3366,"array([6.94524105, 2.07856777])"
3262,3368,"array([6.94314547, 2.10657724])"
3263,3369,"array([6.95150743, 2.03749344])"
3264,3371,"array([6.97297607, 2.10896852])"
3265,3372,"array([6.98202212, 2.12118583])"
3266,3373,"array([6.97179602, 2.06558507])"
3267,3374,"array([6.94890365, 2.07764207])"
3268,3375,"array([6.918501  , 2.07348314])"
3269,3377,"array([6.95174261, 2.06171716])"
3270,3378,"array([6.95318993, 2.07409164])"
3271,2966,"array([6.9234661 , 2.09216805])"
3272,3379,"array([6.96715805, 2.07355292])"
3273,3380,"array([6.94821781, 2.06824823])"
3274,3382,"array([6.96635952, 2.0875234 ])"
3275,3370,"array([6.93923665, 2.09733549])"
3276,3383,"array([6.93208164, 2.09527382])"
3277,3381,"array([6.94528581, 2.0871467 ])"
3278,3384,"array([6.9561168 , 2.10879323])"
3279,3328,"array([6.98020762, 2.07359961])"
3280,3376,"array([6.9693448 , 2.06197963])"
3281,3386,"array([6.96811627, 2.04062181])"
3282,3387,"array([6.94594269, 2.10677712])"
3283,3388,"array([6.95591558, 2.07704816])"
3284,3390,"array([6.92461358, 2.0751134 ])"
3285,3391,"array([6.93833918, 2.0808713 ])"
3286,3393,"array([6.99337024, 2.0824069 ])"
3287,3394,"array([6.92667617, 2.0848287 ])"
3288,3395,"array([6.94405626, 2.10481835])"
3289,3288,"array([6.96415259, 2.10909789])"
3290,3396,"array([6.97116538, 2.07965466])"
3291,3397,"array([6.95373833, 2.06806708])"
3292,3367,"array([6.93799351, 2.07426428])"
3293,3398,"array([6.97317934, 2.02997786])"
3294,3385,"array([6.95867283, 2.07190187])"
3295,3399,"array([6.92608213, 2.08254954])"
3296,3400,"array([6.91043245, 2.08510467])"
3297,3401,"array([6.97756863, 2.04706539])"
3298,3403,"array([6.99546404, 2.08989581])"
3299,3404,"array([6.93744228, 2.09341705])"
3300,3405,"array([6.95850013, 2.07621614])"
3301,3406,"array([6.93422006, 2.08364205])"
3302,3407,"array([6.98842507, 2.06223429])"
3303,3408,"array([6.93806671, 2.09301187])"
3304,3409,"array([6.90525686, 2.08618659])"
3305,3410,"array([6.94213337, 2.09124672])"
3306,3411,"array([6.95694865, 2.04284262])"
3307,3412,"array([6.95706653, 2.07434931])"
3308,3414,"array([6.96699076, 2.08226354])"
3309,3413,"array([6.96209596, 2.07997575])"
3310,2902,"array([6.9764475, 2.0464244])"
3311,3416,"array([6.91521824, 2.07308704])"
3312,3417,"array([6.95757812, 2.07494739])"
3313,3418,"array([6.91239935, 2.0910555 ])"
3314,3419,"array([6.94194356, 2.10473766])"
3315,3420,"array([6.93652469, 2.09858718])"
3316,3421,"array([6.95965912, 2.06267783])"
3317,3422,"array([6.93383303, 2.07448971])"
3318,3423,"array([6.92721714, 2.10856116])"
3319,3424,"array([6.99853201, 2.07671345])"
3320,3426,"array([6.99495728, 2.07919107])"
3321,3428,"array([6.92704737, 2.0972233 ])"
3322,3430,"array([6.92636229, 2.07259638])"
3323,3431,"array([6.97741451, 2.05040913])"
3324,3432,"array([6.97874387, 2.05390913])"
3325,3434,"array([6.92450158, 2.06200734])"
3326,3435,"array([6.95913649, 2.07518426])"
3327,3436,"array([6.9570943 , 2.08784307])"
3328,3437,"array([6.92329243, 2.1053681 ])"
3329,3438,"array([6.94727524, 2.09872111])"
3330,3170,"array([6.989958  , 2.05109003])"
3331,3439,"array([6.96799532, 2.05664955])"
3332,2652,"array([6.94318989, 2.08562985])"
3333,3440,"array([6.92335054, 2.07412987])"
3334,3433,"array([6.94581722, 2.10193199])"
3335,3442,"array([6.93206866, 2.07329373])"
3336,3441,"array([6.94825236, 2.09341959])"
3337,3443,"array([6.94601908, 2.10780309])"
3338,3444,"array([6.9561317 , 2.07552449])"
3339,3445,"array([6.93579588, 2.07240457])"
3340,3446,"array([6.99680127, 2.06348899])"
3341,3447,"array([6.99075137, 2.05731907])"
3342,3448,"array([6.9617561 , 2.07785762])"
3343,3449,"array([6.94481157, 2.08891621])"
3344,3392,"array([6.9422792, 2.087374 ])"
3345,3450,"array([6.94097535, 2.06120023])"
3346,3311,"array([6.93292451, 2.08247898])"
3347,3451,"array([6.95543025, 2.08250614])"
3348,3452,"array([6.95630345, 2.08307121])"
3349,3453,"array([6.95664247, 2.06780243])"
3350,3455,"array([6.95427861, 2.09478435])"
3351,3456,"array([6.94003053, 2.09331644])"
3352,3457,"array([6.99923729, 2.0780686 ])"
3353,3458,"array([6.96649318, 2.080201  ])"
3354,3459,"array([6.92907084, 2.07285721])"
3355,3460,"array([6.90645764, 2.09048839])"
3356,3462,"array([6.933296  , 2.08933921])"
3357,3463,"array([6.9462659 , 2.07354738])"
3358,3465,"array([6.95182091, 2.0795809 ])"
3359,3467,"array([6.92953349, 2.09018221])"
3360,3468,"array([6.90283015, 2.09281712])"
3361,3469,"array([6.94200947, 2.11210735])"
3362,3470,"array([6.96097516, 2.06251912])"
3363,3464,"array([6.93545988, 2.08723705])"
3364,3471,"array([6.93170505, 2.09065962])"
3365,3473,"array([6.96623288, 2.0785509 ])"
3366,3474,"array([6.9565176 , 2.10073429])"
3367,3472,"array([6.93005014, 2.07625878])"
3368,3475,"array([6.94051997, 2.08873215])"
3369,3476,"array([6.94497262, 2.07762317])"
3370,3247,"array([6.94487065, 2.10644499])"
3371,3477,"array([6.92026157, 2.06531568])"
3372,3478,"array([6.96339723, 2.06957415])"
3373,3480,"array([6.99910942, 2.06463582])"
3374,3481,"array([6.93644642, 2.07602604])"
3375,3482,"array([6.96142618, 2.05027728])"
3376,3483,"array([6.91004167, 2.06024658])"
3377,3484,"array([6.89554613, 2.05753516])"
3378,3485,"array([6.96678903, 2.10804099])"
3379,3300,"array([6.96610898, 2.05823551])"
3380,3143,"array([6.9582099 , 2.09700158])"
3381,3486,"array([6.96159936, 2.05298482])"
3382,3487,"array([6.95575068, 2.08494321])"
3383,3489,"array([6.95584194, 2.07019048])"
3384,3490,"array([6.94336611, 2.09136405])"
3385,3491,"array([6.95641555, 2.11560876])"
3386,3492,"array([6.93695544, 2.0667984 ])"
3387,3493,"array([6.94218596, 2.10116832])"
3388,3494,"array([6.96189928, 2.06655434])"
3389,3495,"array([6.9039561, 2.0914328])"
3390,3454,"array([6.96816044, 2.07827446])"
3391,3497,"array([6.94753885, 2.1084317 ])"
3392,3498,"array([6.96883692, 2.07718803])"
3393,3499,"array([6.96031468, 2.10593534])"
3394,3500,"array([6.95786351, 2.09048605])"
3395,3501,"array([6.92541306, 2.08996969])"
3396,3502,"array([6.9819739 , 2.08020294])"
3397,3503,"array([6.94994486, 2.10069767])"
3398,3466,"array([6.94134747, 2.08327134])"
3399,3429,"array([6.95492651, 2.08456451])"
3400,3504,"array([6.95305725, 2.08435006])"
3401,3505,"array([6.94885139, 2.10902274])"
3402,3506,"array([6.94727074, 2.08749203])"
3403,3272,"array([6.944183  , 2.08763828])"
3404,3507,"array([6.98480137, 2.07037004])"
3405,3302,"array([6.94721835, 2.10008341])"
3406,3427,"array([6.96221007, 2.07925785])"
3407,3508,"array([6.97147937, 2.08286589])"
3408,3509,"array([6.94402152, 2.09505905])"
3409,3510,"array([6.93758341, 2.08815309])"
3410,3511,"array([6.94208431, 2.08168973])"
3411,3512,"array([6.92325799, 2.08909367])"
3412,3514,"array([6.96698066, 2.08689504])"
3413,3515,"array([6.96384935, 2.08021808])"
3414,2050,"array([6.94982551, 2.09461636])"
3415,3517,"array([6.91576026, 2.10042938])"
3416,3518,"array([6.94989814, 2.10784706])"
3417,3520,"array([6.9597428 , 2.09029003])"
3418,3521,"array([6.91746704, 2.09509755])"
3419,3522,"array([6.91283781, 2.09860359])"
3420,3523,"array([6.94222247, 2.10606875])"
3421,3524,"array([6.96492026, 2.08456451])"
3422,3525,"array([6.90174815, 2.08896687])"
3423,3415,"array([6.9480714 , 2.10539369])"
3424,3513,"array([6.91846372, 2.09007384])"
3425,3528,"array([6.95726409, 2.08883122])"
3426,3529,"array([6.93551084, 2.10899949])"
3427,3526,"array([6.96359436, 2.08283762])"
3428,3532,"array([6.99734568, 2.0624105 ])"
3429,3533,"array([6.95647142, 2.07978833])"
3430,3536,"array([6.98553171, 2.06672138])"
3431,3537,"array([6.9145598 , 2.09481133])"
3432,3538,"array([6.94910486, 2.09164449])"
3433,3527,"array([6.93174626, 2.08701406])"
3434,3539,"array([6.92297261, 2.09402179])"
3435,3540,"array([6.9411612 , 2.03873507])"
3436,3542,"array([6.93036908, 2.09117992])"
3437,3543,"array([6.93830306, 2.08479491])"
3438,3541,"array([6.93853788, 2.08658751])"
3439,3546,"array([6.93459925, 2.06885406])"
3440,3545,"array([6.94634844, 2.07836834])"
3441,3547,"array([6.93639323, 2.08672066])"
3442,3548,"array([6.93682555, 2.09594755])"
3443,3549,"array([6.94858498, 2.08096125])"
3444,3496,"array([6.93917918, 2.09310123])"
3445,3100,"array([6.90466567, 2.08766978])"
3446,3550,"array([6.94933731, 2.09893791])"
3447,3551,"array([6.91277784, 2.06294334])"
3448,3553,"array([6.97838827, 2.06770727])"
3449,3552,"array([6.97450024, 2.07259615])"
3450,3554,"array([6.97882599, 2.07106816])"
3451,3555,"array([6.97824531, 2.06644553])"
3452,3556,"array([6.97925605, 2.06838616])"
3453,3557,"array([6.97817662, 2.06893684])"
3454,3558,"array([6.97998073, 2.06990098])"
3455,3559,"array([6.95782961, 2.11612014])"
3456,3560,"array([6.97670233, 2.07240986])"
3457,3561,"array([6.91304334, 2.09688022])"
3458,3562,"array([6.97522268, 2.07031986])"
3459,3563,"array([6.97974428, 2.06574716])"
3460,3564,"array([6.98100781, 2.06471427])"
3461,3565,"array([6.98152526, 2.06842673])"
3462,3566,"array([6.98092017, 2.06599434])"
3463,3567,"array([6.98143888, 2.07901497])"
3464,3568,"array([6.94645201, 2.0953506 ])"
3465,3569,"array([6.97920643, 2.06321546])"
3466,3570,"array([6.98039582, 2.06359011])"
3467,3571,"array([6.9389527 , 2.07587315])"
3468,3516,"array([6.95477578, 2.11555193])"
3469,3572,"array([6.95568867, 2.06736422])"
3470,3126,"array([6.93619155, 2.10387718])"
3471,3573,"array([6.96800567, 2.08858091])"
3472,3574,"array([6.94694362, 2.08516372])"
3473,3575,"array([6.92120273, 2.10332884])"
3474,3576,"array([6.96273257, 2.11033565])"
3475,3577,"array([6.98145181, 2.08122727])"
3476,3578,"array([6.95839682, 2.08541462])"
3477,3579,"array([6.91249555, 2.07722482])"
3478,3581,"array([6.95898243, 2.08264312])"
3479,3583,"array([6.93747039, 2.0802327 ])"
3480,3584,"array([6.9661535 , 2.09317676])"
3481,3585,"array([6.94192251, 2.0920743 ])"
3482,3586,"array([6.93353862, 2.08835726])"
3483,2019,"array([6.97650581, 2.08239441])"
3484,3587,"array([6.99008269, 2.05347066])"
3485,3544,"array([6.91755184, 2.09745947])"
3486,3588,"array([6.96509619, 2.06891914])"
3487,3589,"array([6.96717599, 2.03529553])"
3488,3580,"array([6.94089416, 2.10000963])"
3489,3590,"array([6.94269856, 2.08217563])"
3490,3591,"array([6.93781662, 2.0952921 ])"
3491,3593,"array([6.93701535, 2.05352542])"
3492,3594,"array([6.98752653, 2.06979448])"
3493,3596,"array([6.9529906 , 2.09723006])"
3494,3597,"array([6.94172726, 2.06366777])"
3495,3592,"array([6.95092227, 2.09422244])"
3496,3599,"array([6.9820942 , 2.08261743])"
3497,3600,"array([6.94464481, 2.08024527])"
3498,3601,"array([6.92465732, 2.07395589])"
3499,3534,"array([6.93997241, 2.08399184])"
3500,3602,"array([6.95578408, 2.03654643])"
3501,3603,"array([6.95640961, 2.09510756])"
3502,3604,"array([6.97425702, 2.09929427])"
3503,3605,"array([6.93421526, 2.079876  ])"
3504,3606,"array([6.99787973, 2.07108558])"
3505,3607,"array([6.96628368, 2.05533621])"
3506,3608,"array([6.93850971, 2.10541133])"
3507,3609,"array([6.96348563, 2.07412558])"
3508,3610,"array([6.95982187, 2.08108896])"
3509,3611,"array([6.94926242, 2.08981464])"
3510,3612,"array([6.94053892, 2.10644718])"
3511,3613,"array([6.9418305 , 2.10341669])"
3512,3614,"array([6.99452745, 2.06581482])"
3513,3615,"array([6.96857715, 2.08285206])"
3514,3616,"array([6.99126252, 2.0507703 ])"
3515,3617,"array([6.98767088, 2.0585678 ])"
3516,3618,"array([6.96726659, 2.0786392 ])"
3517,3619,"array([6.95833416, 2.06658849])"
3518,3620,"array([6.91589743, 2.08919817])"
3519,3621,"array([6.95427708, 2.08694922])"
3520,3622,"array([6.90314146, 2.05702017])"
3521,3624,"array([6.93975165, 2.07982528])"
3522,3625,"array([6.96896479, 2.1040845 ])"
3523,3623,"array([6.93619015, 2.09055907])"
3524,3626,"array([6.93169838, 2.0823518 ])"
3525,3627,"array([6.93854807, 2.02041352])"
3526,3628,"array([6.93959415, 2.07439331])"
3527,3631,"array([6.98545966, 2.06913873])"
3528,3632,"array([6.94054956, 2.0651806 ])"
3529,3633,"array([6.99472104, 2.07767518])"
3530,3634,"array([6.99379534, 2.0619637 ])"
3531,3635,"array([6.98295913, 2.0625959 ])"
3532,3629,"array([6.94184252, 2.09391075])"
3533,3636,"array([6.91871732, 2.06389424])"
3534,3637,"array([6.94064532, 2.1204172 ])"
3535,3639,"array([6.90407712, 2.09592282])"
3536,3519,"array([6.91927538, 2.07479306])"
3537,3642,"array([6.95084195, 2.08060212])"
3538,3643,"array([6.94309038, 2.09897499])"
3539,3644,"array([6.97046027, 2.10724404])"
3540,3645,"array([6.96196499, 2.07105674])"
3541,3582,"array([6.94457682, 2.09361276])"
3542,3646,"array([6.95071973, 2.07864498])"
3543,3647,"array([6.94135243, 2.10571156])"
3544,3641,"array([6.93303194, 2.08737486])"
3545,3648,"array([6.95581562, 2.07784923])"
3546,3650,"array([6.94286409, 2.09467672])"
3547,3652,"array([6.9112785 , 2.07815399])"
3548,3653,"array([6.94304355, 2.07768239])"
3549,3654,"array([6.92464746, 2.08234224])"
3550,3655,"array([6.95158247, 2.08686093])"
3551,3657,"array([6.95129611, 2.10943898])"
3552,3658,"array([6.92379329, 2.08004348])"
3553,3659,"array([6.96262051, 2.06794962])"
3554,3531,"array([6.94980439, 2.08315975])"
3555,3661,"array([6.93633996, 2.09284229])"
3556,3535,"array([6.93924155, 2.0984925 ])"
3557,3662,"array([6.94608801, 2.10460753])"
3558,3663,"array([6.97799934, 2.07745765])"
3559,3664,"array([6.9477525 , 2.09766357])"
3560,3665,"array([6.93664756, 2.08787359])"
3561,3640,"array([6.96652237, 2.07090406])"
3562,3666,"array([6.97305067, 2.07846123])"
3563,3667,"array([6.93477667, 2.07405156])"
3564,3668,"array([6.95168366, 2.09785958])"
3565,3669,"array([6.93950621, 2.08608742])"
3566,3671,"array([6.93124813, 2.08778677])"
3567,3672,"array([6.92474769, 2.10307488])"
3568,3673,"array([6.96258797, 2.0956094 ])"
3569,3674,"array([6.92686699, 2.08605937])"
3570,3675,"array([6.93987074, 2.10208745])"
3571,3676,"array([6.94417426, 2.09946669])"
3572,3670,"array([6.92950899, 2.09216583])"
3573,3189,"array([6.91885838, 2.09315562])"
3574,3677,"array([6.96710936, 2.07944035])"
3575,3678,"array([6.96873657, 2.09780034])"
3576,3679,"array([6.94117757, 2.09878584])"
3577,3680,"array([6.93920782, 2.10794482])"
3578,3681,"array([6.94195951, 2.09682021])"
3579,3682,"array([6.95614887, 2.09031478])"
3580,3630,"array([6.94909127, 2.0836834 ])"
3581,3683,"array([6.9339582 , 2.08998231])"
3582,3684,"array([6.94266996, 2.1025792 ])"
3583,3685,"array([6.92406855, 2.10881688])"
3584,3686,"array([6.92568757, 2.10073289])"
3585,3687,"array([6.93785271, 2.1024188 ])"
3586,3688,"array([6.94060268, 2.10495221])"
3587,3690,"array([6.99683771, 2.06613938])"
3588,3691,"array([6.99350028, 2.07521452])"
3589,3692,"array([6.99530264, 2.05038196])"
3590,3693,"array([7.0004575 , 2.06224512])"
3591,3694,"array([6.91911329, 2.08892429])"
3592,3695,"array([6.94393936, 2.09283181])"
3593,3696,"array([6.96519049, 2.08177418])"
3594,3656,"array([6.94278982, 2.07830964])"
3595,2907,"array([6.9113458 , 2.08663221])"
3596,3697,"array([6.9542774 , 2.09269846])"
3597,3698,"array([6.9206728 , 2.09667085])"
3598,3700,"array([6.92353789, 2.08249386])"
3599,3595,"array([6.93720972, 2.09758497])"
3600,3701,"array([6.9231772 , 2.08353091])"
3601,3702,"array([6.9459995 , 2.10565947])"
3602,3074,"array([6.90916386, 2.08457047])"
3603,3699,"array([6.94777955, 2.082107  ])"
3604,3704,"array([6.94567028, 2.09475362])"
3605,3705,"array([6.92526951, 2.09949829])"
3606,3706,"array([6.93633899, 2.09687266])"
3607,3707,"array([6.9633491 , 2.07273886])"
3608,3708,"array([6.91330879, 2.06124578])"
3609,3709,"array([6.92445255, 2.08545078])"
3610,3710,"array([6.96519812, 2.09281771])"
3611,3712,"array([6.90612205, 2.09801036])"
3612,3713,"array([6.9424173 , 2.08603023])"
3613,3715,"array([6.95451805, 2.08761059])"
3614,3716,"array([6.9751976 , 2.05409099])"
3615,3717,"array([6.98657636, 2.06093728])"
3616,3718,"array([6.97606984, 2.0858229 ])"
3617,3719,"array([6.95102559, 2.08632998])"
3618,3649,"array([6.95447024, 2.08355498])"
3619,3720,"array([6.9728553 , 2.08433206])"
3620,3689,"array([6.94510473, 2.08450331])"
3621,3721,"array([6.99164206, 2.08536978])"
3622,3722,"array([6.96280095, 2.07421668])"
3623,3723,"array([6.94436454, 2.0841203 ])"
3624,3724,"array([6.93920902, 2.09103717])"
3625,3725,"array([6.94528172, 2.08359126])"
3626,2431,"array([6.96138641, 2.07637009])"
3627,3726,"array([6.90678917, 2.05775256])"
3628,3727,"array([6.973636  , 2.05935714])"
3629,3703,"array([6.94656629, 2.07587727])"
3630,3714,"array([6.95171661, 2.08302394])"
3631,3728,"array([6.97678105, 2.10042164])"
3632,3729,"array([6.9288699 , 2.08361813])"
3633,3730,"array([6.92556354, 2.06977984])"
3634,3731,"array([6.99423937, 2.08789298])"
3635,3732,"array([7.00708227, 2.09367233])"
3636,3733,"array([6.92266541, 2.07549572])"
3637,3734,"array([6.94074253, 2.07149214])"
3638,3735,"array([6.94373944, 2.08361379])"
3639,3736,"array([6.9320605 , 2.08902084])"
3640,3737,"array([6.9184533 , 2.06236346])"
3641,3389,"array([6.95015357, 2.08167706])"
3642,3738,"array([6.94616289, 2.07909126])"
3643,3739,"array([6.99239833, 2.06340271])"
3644,3740,"array([6.9706549 , 2.06390955])"
3645,3741,"array([6.99576487, 2.06792132])"
3646,3742,"array([6.98743493, 2.05730407])"
3647,3744,"array([6.94650007, 2.07276272])"
3648,3160,"array([6.93579173, 2.07561938])"
3649,3745,"array([6.91862694, 2.07848651])"
3650,3660,"array([6.93245012, 2.07249152])"
3651,3747,"array([6.91356892, 2.07188211])"
3652,3749,"array([6.93559215, 2.069484  ])"
3653,3750,"array([6.96593849, 2.07348476])"
3654,3751,"array([6.90563643, 2.0964442 ])"
3655,3752,"array([6.9268953 , 2.10073638])"
3656,3753,"array([7.01196272, 2.05910174])"
3657,3754,"array([6.98890573, 2.05033787])"
3658,3755,"array([6.92775204, 2.1016152 ])"
3659,3756,"array([6.94713731, 2.07530468])"
3660,3757,"array([6.94863595, 2.07606176])"
3661,3758,"array([6.98702762, 2.07804345])"
3662,3759,"array([6.94789437, 2.07546524])"
3663,3760,"array([6.94944112, 2.07535336])"
3664,3761,"array([6.93241491, 2.09294683])"
3665,3762,"array([7.16972996, 2.25862931])"
3666,3763,"array([7.17176488, 2.25628826])"
3667,3764,"array([6.94443597, 2.08980579])"
3668,3765,"array([6.91536344, 2.08766449])"
3669,3767,"array([6.95759527, 2.08248745])"
3670,3766,"array([6.9363886 , 2.07778226])"
3671,3768,"array([6.93534592, 2.08631359])"
3672,3769,"array([6.93575709, 2.0848739 ])"
3673,3770,"array([6.94953121, 2.10664396])"
3674,3771,"array([6.93947403, 2.11097396])"
3675,3773,"array([6.98924068, 2.05460369])"
3676,3774,"array([6.98743452, 2.05999366])"
3677,3775,"array([6.92672612, 2.09298408])"
3678,3776,"array([6.92265267, 2.08469141])"
3679,3777,"array([6.92884085, 2.10939629])"
3680,3778,"array([6.94824159, 2.10652791])"
3681,3779,"array([6.92565862, 2.07590894])"
3682,3781,"array([6.94576266, 2.08794758])"
3683,3782,"array([6.9333489 , 2.11098571])"
3684,3783,"array([6.93786989, 2.09009237])"
3685,3784,"array([6.94093277, 2.0497758 ])"
3686,3786,"array([6.94775899, 2.08414082])"
3687,3787,"array([6.94842783, 2.08372328])"
3688,3788,"array([6.94833306, 2.08592467])"
3689,3789,"array([6.94868842, 2.08445369])"
3690,3790,"array([6.94856687, 2.08522556])"
3691,3792,"array([6.9478536 , 2.08485433])"
3692,3793,"array([6.94767926, 2.086457  ])"
3693,3791,"array([6.94908908, 2.0857063 ])"
3694,3794,"array([6.94932272, 2.08651749])"
3695,3795,"array([6.94807117, 2.08722981])"
3696,3785,"array([6.96378155, 2.07134485])"
3697,3796,"array([6.95251881, 2.0825827 ])"
3698,3798,"array([6.93225752, 2.08144862])"
3699,3799,"array([6.94108529, 2.09327896])"
3700,3800,"array([6.93937674, 2.08934717])"
3701,3801,"array([6.94370503, 2.06715135])"
3702,3802,"array([6.93210036, 2.08431656])"
3703,3803,"array([6.96257991, 2.07763724])"
3704,3804,"array([6.95566004, 2.08319797])"
3705,3805,"array([6.98883303, 2.06985216])"
3706,3807,"array([6.93366226, 2.07622242])"
3707,3780,"array([6.92826921, 2.10275398])"
3708,3808,"array([6.96023289, 2.0717498 ])"
3709,3810,"array([6.94769334, 2.08319732])"
3710,3811,"array([6.99408915, 2.07197995])"
3711,3797,"array([6.94526998, 2.07356084])"
3712,3812,"array([6.92467128, 2.11623338])"
3713,3813,"array([6.93640203, 2.08271047])"
3714,3814,"array([6.95712658, 2.09765468])"
3715,3815,"array([6.95071311, 2.07944237])"
3716,3806,"array([6.96801786, 2.07380654])"
3717,3817,"array([6.91874644, 2.08058657])"
3718,3818,"array([6.99205274, 2.07516345])"
3719,3819,"array([6.9848696 , 2.05496688])"
3720,3822,"array([6.9429489 , 2.10509647])"
3721,3823,"array([6.95371119, 2.07056257])"
3722,3825,"array([6.94069856, 2.09433609])"
3723,3826,"array([6.90785738, 2.0902836 ])"
3724,3828,"array([6.95314179, 2.08508982])"
3725,3829,"array([6.9714532 , 2.10124419])"
3726,3830,"array([6.93628111, 2.07963679])"
3727,3832,"array([6.95490909, 2.09557607])"
3728,3835,"array([6.99008301, 2.0693791 ])"
3729,3836,"array([6.98923404, 2.07098899])"
3730,3838,"array([6.94113474, 2.0909745 ])"
3731,3839,"array([6.99973866, 2.06722846])"
3732,3840,"array([6.91424527, 2.0745407 ])"
3733,3841,"array([6.94887293, 2.0817804 ])"
3734,3842,"array([6.929123  , 2.09856139])"
3735,3820,"array([6.95171299, 2.08235599])"
3736,3843,"array([6.94882044, 2.09776633])"
3737,3844,"array([6.96289025, 2.08720115])"
3738,3824,"array([6.94092839, 2.07850927])"
3739,3845,"array([6.92123087, 2.08504086])"
3740,3846,"array([6.95817203, 2.09299624])"
3741,3847,"array([6.92006963, 2.09233501])"
3742,3848,"array([6.93995082, 2.10332522])"
3743,3849,"array([6.93088553, 2.0833461 ])"
3744,3746,"array([6.95255799, 2.09319472])"
3745,3850,"array([6.95003967, 2.10262315])"
3746,3851,"array([6.9373566 , 2.08246553])"
3747,3852,"array([6.92201636, 2.0719118 ])"
3748,3853,"array([6.95474125, 2.12208358])"
3749,3854,"array([6.94364722, 2.08678108])"
3750,3816,"array([6.93244648, 2.08802833])"
3751,3855,"array([6.93034196, 2.03627318])"
3752,3856,"array([6.93767256, 2.0815505 ])"
3753,3857,"array([6.9504843 , 2.09632088])"
3754,3858,"array([6.9547355 , 2.11266285])"
3755,3859,"array([6.97410484, 2.03980299])"
3756,3860,"array([6.96803953, 2.08218541])"
3757,3861,"array([6.97294602, 2.05247812])"
3758,3863,"array([6.91536969, 2.08630112])"
3759,3864,"array([6.94964208, 2.08223053])"
3760,3865,"array([6.93093039, 2.08128232])"
3761,3748,"array([6.92030659, 2.07867626])"
3762,3867,"array([6.93324409, 2.0988229 ])"
3763,3868,"array([6.93122661, 2.09831386])"
3764,3869,"array([6.91764851, 2.08698273])"
3765,3834,"array([6.97550462, 2.04247197])"
3766,3870,"array([6.98842185, 2.03483823])"
3767,3871,"array([6.90534595, 2.09971026])"
3768,3872,"array([6.91433583, 2.09790744])"
3769,2954,"array([6.9105743 , 2.07704533])"
3770,3873,"array([6.94365027, 2.09032997])"
3771,3874,"array([6.92813224, 2.037352  ])"
3772,3875,"array([6.95150351, 2.07396972])"
3773,3876,"array([6.91794855, 2.06898776])"
3774,3877,"array([6.91975752, 2.07753652])"
3775,3878,"array([6.96409286, 2.07844669])"
3776,3879,"array([6.92054392, 2.09085705])"
3777,3880,"array([6.92288847, 2.0966187 ])"
3778,3881,"array([6.93195914, 2.0992296 ])"
3779,3882,"array([6.97402985, 2.0933168 ])"
3780,3883,"array([6.94414081, 2.10709636])"
3781,3885,"array([6.92427611, 2.09464769])"
3782,3886,"array([6.91980332, 2.10017287])"
3783,3887,"array([6.94142958, 2.08633143])"
3784,3888,"array([6.95823566, 2.10202931])"
3785,3889,"array([6.91245566, 2.10231985])"
3786,3890,"array([6.98759155, 2.06143325])"
3787,3168,"array([6.95736381, 2.09247066])"
3788,3891,"array([6.94228008, 2.10737561])"
3789,3892,"array([6.95024756, 2.09009721])"
3790,3893,"array([6.95016598, 2.08468469])"
3791,3895,"array([6.97974328, 2.09756788])"
3792,3896,"array([6.93335138, 2.08598375])"
